Language,Location,Filename,Lines,Code,Comments,Blanks,Complexity,Bytes
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_51_filter2.java.java,ds_3_snip_51_filter2.java.java,12,9,3,0,3,419
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_50_s82.java.java,ds_3_snip_50_s82.java.java,12,8,4,0,2,302
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_4_s37.java.java,ds_3_snip_4_s37.java.java,9,7,2,0,5,427
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_49_importPackage.java.java,ds_3_snip_49_importPackage.java.java,14,7,7,0,3,424
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_48_ComparisonFailure.java.java,ds_3_snip_48_ComparisonFailure.java.java,6,5,1,0,0,162
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_47_returnToTitle.java.java,ds_3_snip_47_returnToTitle.java.java,15,5,10,0,0,475
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_46_s79.java.java,ds_3_snip_46_s79.java.java,12,9,3,0,3,303
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_45_getAnnotatedClasses.java.java,ds_3_snip_45_getAnnotatedClasses.java.java,10,6,4,0,2,461
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_44_s77.java.java,ds_3_snip_44_s77.java.java,8,5,3,0,0,407
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_43_TestClassRunnerForParameters.java.java,ds_3_snip_43_TestClassRunnerForParameters.java.java,6,5,1,0,0,179
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_42_s76.java.java,ds_3_snip_42_s76.java.java,8,5,3,0,0,231
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_41_loadColorChip.java.java,ds_3_snip_41_loadColorChip.java.java,17,7,10,0,1,546
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_40_s74.java.java,ds_3_snip_40_s74.java.java,11,7,4,0,1,313
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_3_s36.java.java,ds_3_snip_3_s36.java.java,11,7,4,0,2,346
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_39_compact.java.java,ds_3_snip_39_compact.java.java,11,7,4,0,5,341
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_38_getListCellRendererComponent.java.java,ds_3_snip_38_getListCellRendererComponent.java.java,12,8,4,0,1,502
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_37_getASMModifiers.java.java,ds_3_snip_37_getASMModifiers.java.java,14,8,6,0,3,330
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_36_mousePressed.java.java,ds_3_snip_36_mousePressed.java.java,11,7,4,0,4,418
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_35_DisbandUnitAction.java.java,ds_3_snip_35_DisbandUnitAction.java.java,6,5,1,0,0,399
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_34_s69.java.java,ds_3_snip_34_s69.java.java,8,5,3,0,0,268
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_33_run.java.java,ds_3_snip_33_run.java.java,9,5,4,0,0,272
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_32_addZero.java.java,ds_3_snip_32_addZero.java.java,19,8,11,0,1,422
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_31_s66.java.java,ds_3_snip_31_s66.java.java,8,5,3,0,0,321
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_30_s65.java.java,ds_3_snip_30_s65.java.java,10,7,3,0,1,293
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_2_s34.java.java,ds_3_snip_2_s34.java.java,20,13,7,0,0,626
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_29_s64.java.java,ds_3_snip_29_s64.java.java,10,7,3,0,1,262
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_28_getDescription.java.java,ds_3_snip_28_getDescription.java.java,11,6,5,0,1,393
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_27_s62.java.java,ds_3_snip_27_s62.java.java,10,7,3,0,2,225
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_26_s61.java.java,ds_3_snip_26_s61.java.java,15,11,4,0,5,366
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_25_s60.java.java,ds_3_snip_25_s60.java.java,8,5,3,0,0,197
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_24_isReadOnly.java.java,ds_3_snip_24_isReadOnly.java.java,8,5,3,0,0,254
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_23_s58.java.java,ds_3_snip_23_s58.java.java,8,5,3,0,0,324
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_22_s57.java.java,ds_3_snip_22_s57.java.java,8,5,3,0,0,261
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_21_swap.java.java,ds_3_snip_21_swap.java.java,11,5,6,0,0,300
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_20_s55.java.java,ds_3_snip_20_s55.java.java,14,9,5,0,3,477
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_1_ComparisonCompactor.java.java,ds_3_snip_1_ComparisonCompactor.java.java,14,5,9,0,0,507
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_19_s54.java.java,ds_3_snip_19_s54.java.java,12,5,7,0,0,420
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_18_s53.java.java,ds_3_snip_18_s53.java.java,15,10,5,0,1,443
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_17_s52.java.java,ds_3_snip_17_s52.java.java,8,5,3,0,0,279
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_16_getBaseName.java.java,ds_3_snip_16_getBaseName.java.java,9,6,3,0,2,236
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_15_actionPerformed.java.java,ds_3_snip_15_actionPerformed.java.java,13,9,4,0,2,274
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_14_close.java.java,ds_3_snip_14_close.java.java,13,10,3,0,1,253
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_13_readData.java.java,ds_3_snip_13_readData.java.java,15,5,10,0,0,356
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_12_getGlobal.java.java,ds_3_snip_12_getGlobal.java.java,13,6,7,0,2,423
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_11_s45.java.java,ds_3_snip_11_s45.java.java,8,5,3,0,0,328
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_10_link.java.java,ds_3_snip_10_link.java.java,7,5,2,0,0,139
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_3/ds_3_snip_100_Date.java.java,ds_3_snip_100_Date.java.java,11,5,6,0,0,321
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_2/ds_2_snip_9_main17.java.java,ds_2_snip_9_main17.java.java,18,15,3,0,4,688
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_2/ds_2_snip_8_main14.java.java,ds_2_snip_8_main14.java.java,10,6,4,0,1,366
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_2/ds_2_snip_7_main13.java.java,ds_2_snip_7_main13.java.java,11,9,2,0,0,311
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_2/ds_2_snip_6_main11.java.java,ds_2_snip_6_main11.java.java,13,9,4,0,1,366
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_2/ds_2_snip_5_main10.java.java,ds_2_snip_5_main10.java.java,14,11,3,0,8,465
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_2/ds_2_snip_4_main8.java.java,ds_2_snip_4_main8.java.java,12,9,3,0,2,367
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_2/ds_2_snip_3_main7.java.java,ds_2_snip_3_main7.java.java,10,7,3,0,2,372
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_2/ds_2_snip_2_main2.java.java,ds_2_snip_2_main2.java.java,19,16,3,0,4,582
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_2/ds_2_snip_1_main1.java.java,ds_2_snip_1_main1.java.java,12,9,3,0,1,331
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_2/ds_2_snip_12_main22.java.java,ds_2_snip_12_main22.java.java,15,10,5,0,2,518
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_2/ds_2_snip_11_main21.java.java,ds_2_snip_11_main21.java.java,16,11,5,0,2,579
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_2/ds_2_snip_10_main20.java.java,ds_2_snip_10_main20.java.java,15,12,3,0,3,421
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_1/ds_1_snip_9_main9.java.java,ds_1_snip_9_main9.java.java,14,11,3,0,3,387
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_1/ds_1_snip_8_main8.java.java,ds_1_snip_8_main8.java.java,12,9,3,0,2,367
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_1/ds_1_snip_7_main7.java.java,ds_1_snip_7_main7.java.java,10,7,3,0,2,372
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_1/ds_1_snip_6_main6.java.java,ds_1_snip_6_main6.java.java,10,6,4,0,1,358
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_1/ds_1_snip_5_main5.java.java,ds_1_snip_5_main5.java.java,19,17,2,0,5,540
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_1/ds_1_snip_4_main4.java.java,ds_1_snip_4_main4.java.java,16,13,3,0,4,675
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_1/ds_1_snip_3_main3.java.java,ds_1_snip_3_main3.java.java,22,16,6,0,5,669
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_1/ds_1_snip_2_main2.java.java,ds_1_snip_2_main2.java.java,19,16,3,0,4,582
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_1/ds_1_snip_23_main23.java.java,ds_1_snip_23_main23.java.java,8,5,3,0,2,354
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_1/ds_1_snip_22_main22.java.java,ds_1_snip_22_main22.java.java,15,10,5,0,2,518
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_1/ds_1_snip_21_main21.java.java,ds_1_snip_21_main21.java.java,16,11,5,0,2,579
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_1/ds_1_snip_20_main20.java.java,ds_1_snip_20_main20.java.java,15,12,3,0,3,421
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_1/ds_1_snip_1_main1.java.java,ds_1_snip_1_main1.java.java,12,9,3,0,1,331
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_1/ds_1_snip_19_main19.java.java,ds_1_snip_19_main19.java.java,14,12,2,0,2,607
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_1/ds_1_snip_18_main18.java.java,ds_1_snip_18_main18.java.java,30,24,6,0,7,928
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_1/ds_1_snip_17_main17.java.java,ds_1_snip_17_main17.java.java,18,15,3,0,4,688
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_1/ds_1_snip_16_main16.java.java,ds_1_snip_16_main16.java.java,8,6,2,0,0,244
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_1/ds_1_snip_15_main15.java.java,ds_1_snip_15_main15.java.java,22,19,3,0,5,719
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_1/ds_1_snip_14_main14.java.java,ds_1_snip_14_main14.java.java,10,6,4,0,1,366
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_1/ds_1_snip_13_main13.java.java,ds_1_snip_13_main13.java.java,11,9,2,0,0,311
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_1/ds_1_snip_12_main12.java.java,ds_1_snip_12_main12.java.java,17,13,4,0,3,649
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_1/ds_1_snip_11_main11.java.java,ds_1_snip_11_main11.java.java,13,9,4,0,1,366
Java,../ml_model/src/main/resources/preprocessed_method_extract/ds_1/ds_1_snip_10_main10.java.java,ds_1_snip_10_main10.java.java,14,11,3,0,8,465
